IDfg,Season,Name,Team,Age,AB,PA,BIP,H,1B,2B,3B,HR,BB,SO,HBP,SF,GDP,AVG,GB,FB,LD,IFFB,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,F-Strike%,SwStr%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CSW%
20503,2024,William Contreras,MIL,26,595,679,436,167,105,37,2,23,78,139,3,3,19,0.281,250,133,76,12,22,0,0,0.115,0.205,0.56,0.365,0.466,0.831,0.185,0.33,0.018799999999999997,0.166,0.545,0.29,0.09,0.17300000000000001,0.08800000000000001,0.0,0.359,0.29100000000000004,0.743,0.474,0.5720000000000001,0.8370000000000001,0.741,0.604,0.12300000000000001,0.39399999999999996,0.35100000000000003,0.255,0.133,0.466,0.401,92.8,6.1,46.0,0.1,118.1,227.0,0.495,459,0.258
16505,2024,Matt Chapman,SFG,31,575,647,392,142,74,39,2,27,64,158,6,2,13,0.247,161,190,68,31,17,0,0,0.099,0.244,0.41,0.328,0.463,0.79,0.216,0.293,0.0085,0.162,0.384,0.45299999999999996,0.163,0.142,0.106,0.0,0.34,0.27699999999999997,0.6579999999999999,0.446,0.687,0.8490000000000001,0.7929999999999999,0.6409999999999999,0.092,0.389,0.377,0.23399999999999999,0.16699999999999998,0.45799999999999996,0.375,93.2,16.2,53.0,0.126,114.5,202.0,0.48200000000000004,419,0.284
21534,2024,Cal Raleigh,SEA,27,546,628,342,120,70,16,0,34,70,176,6,6,7,0.22,117,195,64,25,8,0,0,0.111,0.28,0.4,0.312,0.436,0.748,0.216,0.251,0.006,0.17,0.311,0.519,0.128,0.174,0.068,0.0,0.323,0.361,0.7609999999999999,0.522,0.58,0.8170000000000001,0.72,0.635,0.146,0.489,0.293,0.218,0.165,0.441,0.39399999999999996,91.0,21.2,58.0,0.154,113.9,181.0,0.48100000000000004,376,0.264
19611,2024,Vladimir Guerrero Jr.,TOR,25,616,697,494,199,124,44,1,30,72,96,5,4,16,0.323,252,175,97,11,10,0,0,0.10300000000000001,0.138,0.75,0.396,0.544,0.94,0.221,0.342,0.0144,0.185,0.48100000000000004,0.33399999999999996,0.063,0.171,0.04,0.0,0.398,0.306,0.71,0.48,0.667,0.878,0.8009999999999999,0.614,0.096,0.353,0.395,0.252,0.122,0.466,0.41200000000000003,93.8,7.4,72.0,0.13699999999999998,117.6,287.0,0.5479999999999999,524,0.252
29490,2024,Jackson Merrill,SDP,21,554,593,434,162,101,31,6,24,29,101,1,5,2,0.292,164,184,109,7,12,5,1,0.049,0.17,0.29,0.326,0.5,0.826,0.208,0.318,0.0089,0.239,0.359,0.40299999999999997,0.038,0.13,0.073,0.2,0.352,0.38299999999999995,0.807,0.568,0.701,0.8759999999999999,0.81,0.654,0.10800000000000001,0.32899999999999996,0.413,0.258,0.12300000000000001,0.522,0.355,90.4,14.6,52.0,0.113,111.6,203.0,0.439,462,0.21
19556,2024,Yordan Alvarez,HOU,27,552,635,426,170,99,34,2,35,69,95,10,4,14,0.308,153,219,88,13,10,1,1,0.109,0.15,0.73,0.392,0.567,0.959,0.259,0.317,0.006999999999999999,0.191,0.33299999999999996,0.47600000000000003,0.059000000000000004,0.16,0.065,1.0,0.402,0.335,0.691,0.47700000000000004,0.684,0.907,0.813,0.584,0.08900000000000001,0.36700000000000005,0.375,0.258,0.124,0.466,0.41,93.1,18.3,67.0,0.145,117.0,229.0,0.49700000000000005,461,0.23800000000000002
19627,2024,Brent Rooker,OAK,29,546,614,334,160,93,26,2,39,59,177,5,4,5,0.293,124,170,79,14,12,0,0,0.096,0.28800000000000003,0.33,0.365,0.562,0.927,0.269,0.362,0.0073,0.212,0.332,0.456,0.08199999999999999,0.22899999999999998,0.09699999999999999,0.0,0.392,0.341,0.748,0.502,0.462,0.8390000000000001,0.684,0.635,0.159,0.442,0.322,0.23600000000000002,0.139,0.475,0.386,91.9,18.9,62.0,0.166,113.4,185.0,0.496,373,0.289
11579,2024,Bryce Harper,PHI,31,550,631,384,157,85,42,0,30,76,138,2,2,18,0.285,156,164,94,7,11,1,0,0.12,0.21899999999999997,0.55,0.373,0.525,0.898,0.24,0.331,0.0095,0.22699999999999998,0.377,0.396,0.043,0.183,0.071,0.0,0.38,0.366,0.805,0.528,0.581,0.883,0.7509999999999999,0.618,0.131,0.345,0.335,0.32,0.12300000000000001,0.48200000000000004,0.395,91.0,13.5,43.0,0.10400000000000001,113.8,198.0,0.47700000000000004,415,0.22699999999999998
15986,2024,Willy Adames,MIL,28,610,688,408,153,88,33,0,32,74,173,1,3,12,0.251,138,219,83,25,12,0,0,0.10800000000000001,0.251,0.43,0.331,0.462,0.794,0.211,0.297,0.0063,0.18899999999999997,0.314,0.498,0.114,0.146,0.087,0.0,0.342,0.315,0.732,0.494,0.5710000000000001,0.836,0.7390000000000001,0.596,0.129,0.452,0.336,0.21100000000000002,0.16399999999999998,0.511,0.325,88.6,20.6,53.0,0.12,112.3,179.0,0.40700000000000003,440,0.26899999999999996
10324,2024,Marcell Ozuna,ATL,33,606,688,401,183,113,31,0,39,74,170,3,4,23,0.302,167,169,104,9,9,0,0,0.10800000000000001,0.247,0.44,0.378,0.546,0.925,0.244,0.359,0.009899999999999999,0.23600000000000002,0.38,0.384,0.053,0.231,0.054000000000000006,0.0,0.395,0.29600000000000004,0.7490000000000001,0.46799999999999997,0.5489999999999999,0.8140000000000001,0.71,0.5770000000000001,0.136,0.475,0.327,0.198,0.139,0.461,0.4,92.2,14.4,68.0,0.154,114.8,235.0,0.5329999999999999,441,0.273
13624,2024,Corey Seager,TEX,30,475,533,351,132,81,21,0,30,53,96,3,2,8,0.278,157,161,63,6,6,0,0,0.099,0.18,0.55,0.353,0.512,0.864,0.234,0.291,0.0098,0.165,0.41200000000000003,0.423,0.037000000000000005,0.18600000000000003,0.038,0.0,0.365,0.317,0.8240000000000001,0.53,0.584,0.8909999999999999,0.784,0.617,0.114,0.436,0.33899999999999997,0.226,0.087,0.48,0.433,92.1,13.5,58.0,0.152,113.3,193.0,0.507,381,0.207
13611,2024,Mookie Betts,LAD,31,450,516,378,130,82,24,5,19,61,57,1,4,10,0.289,107,193,97,17,5,0,0,0.11800000000000001,0.11,1.07,0.372,0.491,0.863,0.202,0.294,0.0055000000000000005,0.244,0.27,0.486,0.08800000000000001,0.098,0.047,0.0,0.371,0.22899999999999998,0.654,0.40399999999999997,0.6859999999999999,0.9490000000000001,0.861,0.609,0.055999999999999994,0.35,0.40299999999999997,0.247,0.141,0.531,0.327,89.9,21.4,24.0,0.06,109.4,157.0,0.395,397,0.256
10815,2024,Jurickson Profar,SDP,31,564,668,444,158,105,29,0,24,76,101,18,5,14,0.28,196,176,92,14,6,9,4,0.114,0.151,0.75,0.38,0.459,0.839,0.179,0.302,0.0111,0.198,0.42200000000000004,0.379,0.08,0.136,0.031,0.444,0.365,0.26,0.7070000000000001,0.45299999999999996,0.72,0.905,0.845,0.6,0.07,0.40399999999999997,0.359,0.237,0.15,0.529,0.321,91.1,13.4,34.0,0.07200000000000001,110.3,210.0,0.444,473,0.225
25878,2024,Corbin Carroll,ARI,23,589,684,446,136,78,22,14,22,73,130,10,9,3,0.231,206,183,78,37,15,4,1,0.107,0.19,0.56,0.322,0.428,0.749,0.197,0.256,0.0113,0.16699999999999998,0.441,0.392,0.20199999999999999,0.12,0.073,0.25,0.325,0.27699999999999997,0.613,0.409,0.7190000000000001,0.884,0.816,0.564,0.075,0.406,0.33799999999999997,0.257,0.204,0.465,0.331,89.3,11.7,34.0,0.07200000000000001,111.5,192.0,0.408,471,0.26899999999999996
12533,2024,Marcus Semien,TEX,33,650,718,523,154,102,27,2,23,64,105,3,1,9,0.237,216,232,98,32,25,0,0,0.08900000000000001,0.146,0.61,0.308,0.391,0.699,0.154,0.25,0.009300000000000001,0.179,0.396,0.425,0.138,0.099,0.11599999999999999,0.0,0.306,0.303,0.787,0.5,0.642,0.904,0.81,0.603,0.095,0.504,0.293,0.203,0.168,0.505,0.326,87.4,17.0,36.0,0.066,112.1,192.0,0.35200000000000004,546,0.23
27478,2024,Patrick Bailey,SFG,25,401,448,300,94,69,16,1,8,39,100,0,7,10,0.234,119,105,80,5,5,5,3,0.087,0.223,0.39,0.298,0.339,0.637,0.105,0.287,0.0113,0.263,0.391,0.345,0.048,0.076,0.042,0.6,0.281,0.27899999999999997,0.726,0.479,0.585,0.883,0.787,0.618,0.102,0.379,0.379,0.243,0.1,0.599,0.301,91.3,12.1,17.0,0.055,110.1,132.0,0.42700000000000005,309,0.251
14162,2024,Carlos Correa,MIN,29,319,367,248,99,63,20,2,14,40,61,3,4,5,0.31,114,95,53,10,13,0,0,0.109,0.166,0.66,0.388,0.517,0.905,0.207,0.343,0.012,0.20199999999999999,0.435,0.363,0.105,0.147,0.114,0.0,0.385,0.28600000000000003,0.6779999999999999,0.445,0.708,0.8809999999999999,0.815,0.619,0.08199999999999999,0.363,0.35100000000000003,0.28600000000000003,0.168,0.5,0.332,90.3,9.0,24.0,0.091,113.9,117.0,0.445,263,0.265
17350,2024,Rafael Devers,BOS,27,525,601,356,143,76,34,5,28,67,147,3,6,13,0.272,157,141,86,14,5,0,0,0.111,0.245,0.46,0.354,0.516,0.871,0.244,0.323,0.0111,0.22399999999999998,0.409,0.36700000000000005,0.099,0.19899999999999998,0.032,0.0,0.364,0.33299999999999996,0.757,0.509,0.652,0.76,0.7190000000000001,0.597,0.14300000000000002,0.341,0.409,0.25,0.161,0.43,0.409,93.2,11.6,50.0,0.13,114.7,202.0,0.526,384,0.266
24610,2024,Steven Kwan,CLE,26,480,540,415,140,107,16,3,14,53,51,5,0,5,0.292,153,166,102,9,7,10,6,0.098,0.094,1.04,0.368,0.425,0.793,0.133,0.304,0.0092,0.242,0.363,0.39399999999999996,0.054000000000000006,0.084,0.046,0.6,0.349,0.222,0.597,0.389,0.831,0.972,0.9279999999999999,0.5870000000000001,0.027999999999999997,0.318,0.36,0.32299999999999995,0.142,0.608,0.251,86.3,14.9,11.0,0.026000000000000002,105.6,102.0,0.237,431,0.259
17678,2024,Alex Bregman,HOU,30,581,634,473,151,93,30,2,26,44,86,5,4,13,0.26,182,226,91,29,13,0,0,0.069,0.136,0.51,0.315,0.453,0.768,0.193,0.264,0.008100000000000001,0.182,0.365,0.45299999999999996,0.128,0.115,0.071,0.0,0.331,0.265,0.691,0.449,0.8029999999999999,0.927,0.8859999999999999,0.634,0.051,0.39899999999999997,0.345,0.257,0.182,0.519,0.299,89.1,18.2,31.0,0.062,109.1,201.0,0.40299999999999997,499,0.24
18314,2024,Dansby Swanson,CHC,30,534,593,377,129,84,27,2,16,54,144,2,3,7,0.242,196,131,66,11,19,0,0,0.091,0.243,0.38,0.312,0.39,0.701,0.148,0.3,0.015,0.168,0.499,0.33299999999999996,0.084,0.122,0.09699999999999999,0.0,0.307,0.282,0.74,0.48700000000000004,0.5770000000000001,0.802,0.73,0.619,0.131,0.461,0.35100000000000003,0.188,0.15,0.539,0.31,89.4,10.3,36.0,0.092,109.8,168.0,0.42700000000000005,393,0.278
5361,2024,Freddie Freeman,LAD,34,542,638,428,153,94,35,2,22,78,100,10,8,13,0.282,174,174,102,5,4,0,0,0.122,0.157,0.78,0.378,0.476,0.854,0.194,0.306,0.01,0.22699999999999998,0.387,0.387,0.028999999999999998,0.126,0.023,0.0,0.365,0.307,0.765,0.494,0.753,0.86,0.821,0.597,0.08800000000000001,0.353,0.336,0.311,0.124,0.551,0.324,89.4,14.3,41.0,0.091,112.3,188.0,0.418,450,0.21100000000000002
20454,2024,Jazz Chisholm Jr.,- - -,26,562,621,388,144,95,21,4,24,53,152,4,2,6,0.256,198,142,65,12,15,7,4,0.085,0.245,0.35,0.324,0.436,0.76,0.18,0.309,0.0139,0.16,0.489,0.35100000000000003,0.085,0.16899999999999998,0.076,0.5710000000000001,0.327,0.316,0.6779999999999999,0.467,0.623,0.799,0.73,0.596,0.126,0.444,0.376,0.18,0.141,0.519,0.34,89.7,11.4,40.0,0.09699999999999999,110.1,169.0,0.41,412,0.27899999999999997
23697,2024,Julio Rodriguez,SEA,23,567,613,393,155,118,17,0,20,38,156,6,2,10,0.273,183,145,85,12,20,0,0,0.062,0.254,0.24,0.325,0.409,0.734,0.136,0.344,0.0126,0.20600000000000002,0.44299999999999995,0.35100000000000003,0.083,0.138,0.109,0.0,0.321,0.405,0.763,0.5429999999999999,0.586,0.8220000000000001,0.7140000000000001,0.62,0.155,0.35600000000000004,0.366,0.278,0.14300000000000002,0.49200000000000005,0.366,91.7,10.5,42.0,0.102,114.5,200.0,0.484,413,0.26899999999999996
25976,2024,Riley Greene,DET,23,512,584,334,134,77,27,6,24,64,156,5,2,2,0.262,156,124,78,5,6,0,0,0.11,0.267,0.41,0.348,0.479,0.827,0.217,0.329,0.0126,0.218,0.436,0.34600000000000003,0.04,0.19399999999999998,0.038,0.0,0.355,0.264,0.6829999999999999,0.441,0.605,0.8320000000000001,0.754,0.603,0.11,0.397,0.363,0.24,0.087,0.578,0.335,91.3,12.2,48.0,0.134,114.0,166.0,0.462,359,0.281
16252,2024,Trea Turner,PHI,31,505,539,387,149,103,25,0,21,27,98,6,1,10,0.295,193,149,66,11,21,0,0,0.05,0.182,0.28,0.338,0.469,0.807,0.174,0.331,0.013000000000000001,0.162,0.473,0.365,0.07400000000000001,0.141,0.109,0.0,0.349,0.38299999999999995,0.764,0.537,0.563,0.8959999999999999,0.755,0.6659999999999999,0.132,0.461,0.319,0.221,0.135,0.527,0.33799999999999997,89.1,11.6,28.0,0.069,110.6,164.0,0.402,408,0.256
28806,2024,Jackson Chourio,MIL,20,528,573,388,145,91,29,4,21,39,121,3,2,7,0.275,196,128,82,6,24,4,0,0.068,0.21100000000000002,0.32,0.327,0.464,0.791,0.189,0.32,0.015300000000000001,0.20199999999999999,0.483,0.315,0.047,0.16399999999999998,0.122,0.0,0.339,0.34,0.6809999999999999,0.488,0.599,0.862,0.758,0.647,0.11800000000000001,0.363,0.40700000000000003,0.22899999999999998,0.156,0.485,0.359,89.7,7.6,32.0,0.078,111.6,184.0,0.449,410,0.293
5417,2024,Jose Altuve,HOU,34,628,682,489,185,134,31,0,20,47,119,7,0,15,0.295,208,166,122,13,18,13,9,0.069,0.174,0.39,0.35,0.439,0.79,0.145,0.337,0.0125,0.24600000000000002,0.419,0.335,0.078,0.12,0.087,0.6920000000000001,0.344,0.396,0.6970000000000001,0.51,0.701,0.8859999999999999,0.7959999999999999,0.645,0.10400000000000001,0.556,0.303,0.141,0.161,0.5539999999999999,0.285,86.5,14.1,33.0,0.065,108.4,159.0,0.312,509,0.25
21479,2024,Nico Hoerner,CHC,27,582,641,512,159,116,35,1,7,44,66,12,3,8,0.273,230,164,125,21,25,0,0,0.069,0.10300000000000001,0.67,0.335,0.373,0.708,0.1,0.297,0.013999999999999999,0.24100000000000002,0.44299999999999995,0.316,0.128,0.043,0.109,0.0,0.313,0.35200000000000004,0.653,0.48100000000000004,0.812,0.951,0.893,0.6509999999999999,0.051,0.341,0.368,0.29100000000000004,0.2,0.595,0.204,85.7,10.3,6.0,0.012,110.1,143.0,0.276,519,0.242
12552,2024,Eugenio Suarez,ARI,32,571,640,376,146,86,28,2,30,49,176,9,11,10,0.256,133,177,96,18,5,0,0,0.077,0.275,0.28,0.319,0.469,0.788,0.214,0.309,0.0075,0.23600000000000002,0.32799999999999996,0.436,0.102,0.16899999999999998,0.038,0.0,0.337,0.305,0.69,0.47200000000000003,0.507,0.856,0.728,0.652,0.128,0.517,0.256,0.22699999999999998,0.14800000000000002,0.488,0.365,89.2,19.4,46.0,0.113,111.4,172.0,0.424,406,0.295
29591,2024,Colton Cowser,BAL,24,499,561,306,121,70,24,3,24,52,172,7,3,9,0.242,143,129,57,2,9,1,0,0.09300000000000001,0.307,0.3,0.321,0.447,0.768,0.204,0.317,0.0111,0.17300000000000001,0.435,0.392,0.016,0.18600000000000003,0.063,0.0,0.331,0.276,0.6629999999999999,0.44299999999999995,0.5,0.8290000000000001,0.7120000000000001,0.581,0.128,0.4,0.35200000000000004,0.248,0.106,0.527,0.36700000000000005,90.5,13.0,45.0,0.136,113.6,152.0,0.461,330,0.316
14161,2024,Byron Buxton,MIN,30,355,388,240,99,51,27,3,18,20,99,11,2,3,0.279,76,120,62,18,13,0,0,0.052000000000000005,0.255,0.2,0.335,0.524,0.859,0.245,0.338,0.0063,0.24,0.295,0.465,0.15,0.15,0.171,0.0,0.366,0.368,0.778,0.54,0.524,0.805,0.6940000000000001,0.662,0.165,0.49200000000000005,0.32899999999999996,0.17800000000000002,0.163,0.465,0.37200000000000005,91.7,19.8,34.0,0.132,113.2,124.0,0.48100000000000004,258,0.284
24064,2024,Ezequiel Tovar,COL,22,655,695,436,176,101,45,4,26,23,200,4,7,16,0.269,151,211,98,22,15,7,1,0.033,0.28800000000000003,0.12,0.295,0.469,0.763,0.2,0.344,0.0072,0.213,0.32799999999999996,0.45899999999999996,0.10400000000000001,0.12300000000000001,0.099,0.14300000000000002,0.324,0.48100000000000004,0.826,0.619,0.524,0.835,0.69,0.679,0.192,0.38799999999999996,0.353,0.259,0.131,0.507,0.36200000000000004,88.8,18.9,42.0,0.09,110.6,186.0,0.397,468,0.287
17919,2024,Ian Happ,CHC,29,569,657,378,138,77,34,2,25,80,168,6,2,7,0.243,157,168,77,12,13,1,1,0.122,0.256,0.48,0.341,0.441,0.782,0.199,0.299,0.009300000000000001,0.192,0.391,0.418,0.071,0.149,0.083,1.0,0.341,0.271,0.7,0.45799999999999996,0.602,0.8170000000000001,0.745,0.612,0.11699999999999999,0.4,0.33,0.27,0.154,0.469,0.377,90.8,15.1,47.0,0.11699999999999999,114.0,182.0,0.452,403,0.273
21711,2024,Oneil Cruz,PIT,25,541,599,343,140,82,34,3,21,51,181,3,4,8,0.259,174,123,67,13,5,0,0,0.085,0.302,0.28,0.324,0.449,0.773,0.19,0.347,0.0141,0.184,0.478,0.33799999999999997,0.106,0.171,0.028999999999999998,0.0,0.331,0.335,0.6559999999999999,0.46299999999999997,0.532,0.782,0.6729999999999999,0.638,0.151,0.42,0.33,0.25,0.11800000000000001,0.467,0.415,95.5,9.8,57.0,0.157,121.5,200.0,0.5489999999999999,364,0.32899999999999996
25479,2024,Brenton Doyle,COL,26,542,603,374,141,90,24,4,23,46,153,3,8,13,0.26,162,154,79,11,11,6,0,0.076,0.254,0.3,0.317,0.446,0.764,0.186,0.316,0.0105,0.2,0.41,0.39,0.071,0.149,0.068,0.0,0.328,0.337,0.77,0.51,0.51,0.87,0.728,0.643,0.139,0.389,0.364,0.247,0.13699999999999998,0.496,0.36700000000000005,89.1,13.1,42.0,0.105,110.1,165.0,0.41100000000000003,401,0.27399999999999997
27479,2024,Masyn Winn,STL,22,587,637,468,157,105,32,5,15,41,109,1,5,1,0.267,194,179,105,20,19,8,5,0.064,0.171,0.38,0.314,0.416,0.73,0.148,0.303,0.0108,0.22,0.406,0.374,0.11199999999999999,0.084,0.098,0.625,0.315,0.33,0.642,0.466,0.715,0.91,0.8320000000000001,0.62,0.078,0.354,0.36200000000000004,0.284,0.193,0.5429999999999999,0.263,87.0,13.2,18.0,0.037000000000000005,111.1,159.0,0.327,486,0.267
30116,2024,Seiya Suzuki,CHC,29,512,585,335,145,91,27,6,21,63,160,6,4,6,0.283,120,167,69,12,11,0,0,0.10800000000000001,0.27399999999999997,0.39,0.366,0.482,0.848,0.199,0.37,0.0072,0.19399999999999998,0.337,0.469,0.07200000000000001,0.126,0.092,0.0,0.365,0.23600000000000002,0.627,0.396,0.628,0.857,0.777,0.5760000000000001,0.08800000000000001,0.337,0.43799999999999994,0.225,0.14,0.475,0.385,91.7,16.2,41.0,0.115,115.5,175.0,0.49200000000000005,356,0.294
11493,2024,Manny Machado,SDP,31,593,643,444,163,104,30,0,29,45,124,1,4,25,0.275,207,180,85,24,9,1,0,0.07,0.193,0.36,0.325,0.472,0.797,0.197,0.302,0.0115,0.18,0.439,0.381,0.133,0.161,0.043,0.0,0.34,0.335,0.752,0.516,0.626,0.87,0.7809999999999999,0.63,0.113,0.374,0.406,0.22,0.133,0.495,0.37200000000000005,92.5,12.7,52.0,0.11,115.6,231.0,0.488,473,0.255
31347,2024,Zach Neto,LAA,23,542,602,380,135,77,34,1,23,39,140,16,1,14,0.249,176,154,69,14,9,8,1,0.065,0.233,0.28,0.318,0.443,0.761,0.194,0.295,0.011399999999999999,0.17300000000000001,0.441,0.386,0.091,0.149,0.051,0.125,0.33,0.35,0.6779999999999999,0.486,0.594,0.85,0.742,0.621,0.125,0.504,0.3,0.19699999999999998,0.138,0.536,0.327,88.5,12.3,34.0,0.084,111.3,158.0,0.38799999999999996,407,0.289
27562,2024,Austin Wells,NYY,24,354,414,261,81,49,18,1,13,47,87,5,7,9,0.229,99,117,54,12,5,5,4,0.114,0.21,0.54,0.322,0.395,0.718,0.167,0.261,0.0085,0.2,0.36700000000000005,0.433,0.10300000000000001,0.111,0.051,0.8,0.315,0.298,0.75,0.491,0.595,0.84,0.755,0.597,0.12,0.40399999999999997,0.327,0.26899999999999996,0.16399999999999998,0.498,0.33799999999999997,88.4,17.1,25.0,0.091,111.2,107.0,0.389,275,0.255
27647,2024,Anthony Volpe,NYY,23,637,689,472,155,109,27,7,12,42,156,4,3,9,0.243,240,137,101,13,22,8,2,0.061,0.226,0.27,0.293,0.364,0.657,0.121,0.303,0.0175,0.21100000000000002,0.502,0.287,0.095,0.08800000000000001,0.092,0.25,0.287,0.324,0.659,0.475,0.669,0.8640000000000001,0.792,0.611,0.099,0.321,0.40299999999999997,0.276,0.158,0.595,0.247,87.7,8.4,19.0,0.039,108.7,172.0,0.353,487,0.285
