IDfg,Season,Name,Team,Age,AB,PA,BIP,H,1B,2B,3B,HR,BB,SO,HBP,SF,GDP,AVG,GB,FB,LD,IFFB,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,F-Strike%,SwStr%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CSW%
13066,2024,Teoscar Hernandez,LAD,31,589,652,369,160,93,32,2,33,53,188,8,1,7,0.272,187,147,68,8,19,0,0,0.081,0.28800000000000003,0.28,0.339,0.501,0.84,0.229,0.344,0.0127,0.16899999999999998,0.465,0.366,0.054000000000000006,0.22399999999999998,0.102,0.0,0.36,0.32799999999999996,0.763,0.511,0.513,0.787,0.685,0.644,0.161,0.361,0.361,0.27899999999999997,0.139,0.498,0.363,90.6,10.2,60.0,0.149,114.1,188.0,0.467,403,0.294
21618,2024,Alec Bohm,PHI,27,554,606,459,155,94,44,2,15,40,86,6,6,18,0.28,218,156,100,11,11,0,0,0.066,0.142,0.47,0.332,0.448,0.779,0.168,0.305,0.013999999999999999,0.21100000000000002,0.46,0.32899999999999996,0.071,0.096,0.05,0.0,0.335,0.31,0.728,0.49700000000000005,0.701,0.9229999999999999,0.846,0.607,0.076,0.361,0.371,0.268,0.13699999999999998,0.498,0.365,90.5,9.8,31.0,0.065,110.8,214.0,0.451,474,0.221
20036,2024,Isaac Paredes,- - -,25,542,641,424,129,84,25,1,19,76,105,17,6,17,0.238,135,203,105,42,9,0,0,0.11900000000000001,0.16399999999999998,0.72,0.346,0.393,0.739,0.155,0.259,0.0067,0.237,0.305,0.45799999999999996,0.207,0.094,0.067,0.0,0.327,0.29600000000000004,0.674,0.447,0.736,0.9059999999999999,0.8390000000000001,0.627,0.07200000000000001,0.537,0.289,0.174,0.212,0.544,0.244,85.0,22.4,20.0,0.045,107.3,120.0,0.271,443,0.257
16478,2024,Kyle Schwarber,PHI,31,573,692,346,142,82,22,0,38,106,197,5,8,6,0.248,160,154,70,23,9,0,0,0.153,0.285,0.54,0.366,0.485,0.851,0.237,0.301,0.0104,0.182,0.41700000000000004,0.401,0.149,0.247,0.055999999999999994,0.0,0.366,0.24,0.626,0.4,0.522,0.802,0.7040000000000001,0.562,0.11800000000000001,0.505,0.33299999999999996,0.161,0.159,0.39799999999999996,0.44299999999999995,93.6,15.0,60.0,0.156,115.6,211.0,0.5489999999999999,384,0.302
19709,2024,Fernando Tatis Jr.,SDP,25,398,438,282,110,67,21,1,21,32,96,7,1,8,0.276,140,103,60,8,8,0,0,0.073,0.21899999999999997,0.33,0.34,0.492,0.833,0.216,0.316,0.013600000000000001,0.198,0.462,0.34,0.078,0.204,0.057,0.0,0.359,0.325,0.7559999999999999,0.51,0.5710000000000001,0.8490000000000001,0.748,0.63,0.128,0.406,0.327,0.267,0.109,0.502,0.389,93.5,10.0,44.0,0.145,116.7,169.0,0.5579999999999999,303,0.256
7304,2024,Salvador Perez,KCR,34,590,652,440,160,105,28,0,27,44,129,11,6,17,0.271,156,208,103,21,10,0,0,0.067,0.198,0.34,0.33,0.456,0.786,0.185,0.302,0.0075,0.221,0.33399999999999996,0.445,0.10099999999999999,0.13,0.064,0.0,0.335,0.46399999999999997,0.7759999999999999,0.578,0.623,0.865,0.741,0.652,0.149,0.495,0.287,0.218,0.13699999999999998,0.501,0.36200000000000004,91.1,19.0,57.0,0.122,113.3,209.0,0.447,468,0.25
14551,2024,Anthony Santander,BAL,29,595,665,427,140,69,25,2,44,58,129,7,5,9,0.235,145,258,68,43,4,0,0,0.087,0.19399999999999998,0.45,0.308,0.506,0.814,0.271,0.225,0.005600000000000001,0.14400000000000002,0.308,0.5479999999999999,0.16699999999999998,0.171,0.027999999999999997,0.0,0.345,0.375,0.688,0.49700000000000005,0.765,0.871,0.8220000000000001,0.614,0.08800000000000001,0.44799999999999995,0.316,0.23600000000000002,0.18899999999999997,0.461,0.35,89.8,22.8,55.0,0.11699999999999999,114.4,196.0,0.41600000000000004,471,0.244
26368,2024,JJ Bleday,OAK,26,572,642,427,139,72,43,4,20,67,125,2,0,8,0.243,152,213,81,26,6,2,0,0.10400000000000001,0.195,0.54,0.324,0.437,0.762,0.194,0.279,0.0070999999999999995,0.182,0.341,0.478,0.122,0.094,0.039,0.0,0.33,0.284,0.698,0.451,0.589,0.87,0.764,0.614,0.106,0.42,0.35,0.23,0.174,0.498,0.32799999999999996,88.5,18.6,37.0,0.083,113.3,162.0,0.36200000000000004,448,0.27
24679,2024,Brendan Donovan,STL,27,587,652,497,163,112,34,3,14,47,81,13,5,4,0.278,212,187,108,21,12,4,4,0.07200000000000001,0.124,0.58,0.342,0.417,0.759,0.14,0.3,0.0113,0.213,0.418,0.369,0.11199999999999999,0.075,0.057,1.0,0.332,0.267,0.647,0.43700000000000006,0.735,0.932,0.866,0.597,0.059000000000000004,0.364,0.358,0.278,0.166,0.526,0.307,88.7,13.2,28.0,0.055,108.7,192.0,0.376,511,0.251
25493,2024,Joey Ortiz,MIL,25,440,511,332,105,63,25,6,11,56,103,6,6,10,0.239,166,125,49,11,12,6,0,0.11,0.20199999999999999,0.54,0.329,0.398,0.726,0.159,0.283,0.013300000000000001,0.14400000000000002,0.488,0.368,0.08800000000000001,0.08800000000000001,0.07200000000000001,0.0,0.319,0.266,0.555,0.392,0.737,0.922,0.851,0.583,0.057999999999999996,0.358,0.341,0.301,0.185,0.514,0.301,87.8,9.9,16.0,0.046,111.5,133.0,0.384,346,0.294
9777,2024,Nolan Arenado,STL,33,578,635,477,157,118,23,0,16,44,92,5,7,15,0.272,195,193,105,30,14,0,0,0.069,0.145,0.48,0.325,0.394,0.719,0.123,0.296,0.0101,0.213,0.396,0.391,0.155,0.083,0.07200000000000001,0.0,0.314,0.335,0.6459999999999999,0.46799999999999997,0.737,0.919,0.8440000000000001,0.614,0.073,0.465,0.35100000000000003,0.185,0.187,0.542,0.272,86.3,17.0,16.0,0.032,107.5,156.0,0.316,494,0.258
22542,2024,Lawrence Butler,OAK,23,412,451,286,108,60,24,2,22,35,108,0,4,8,0.262,135,116,57,6,8,0,0,0.078,0.239,0.32,0.317,0.49,0.807,0.228,0.301,0.0116,0.185,0.43799999999999994,0.377,0.052000000000000005,0.19,0.059000000000000004,0.0,0.345,0.308,0.7120000000000001,0.47600000000000003,0.61,0.838,0.752,0.5720000000000001,0.11800000000000001,0.321,0.39899999999999997,0.27899999999999997,0.127,0.503,0.37,91.1,11.3,34.0,0.11,113.1,146.0,0.474,308,0.276
13419,2024,Christian Walker,ARI,33,479,552,328,120,68,26,0,26,55,133,10,8,12,0.251,134,166,54,21,6,0,0,0.1,0.24100000000000002,0.41,0.335,0.468,0.803,0.217,0.287,0.008100000000000001,0.153,0.379,0.469,0.127,0.157,0.045,0.0,0.343,0.28300000000000003,0.7659999999999999,0.48100000000000004,0.58,0.857,0.7609999999999999,0.5720000000000001,0.115,0.42100000000000004,0.353,0.226,0.14400000000000002,0.469,0.387,91.3,16.7,47.0,0.133,113.9,170.0,0.48,354,0.248
17988,2024,Tyler Stephenson,CIN,27,457,515,323,118,72,26,1,19,48,117,8,2,9,0.258,162,115,65,10,8,0,0,0.09300000000000001,0.22699999999999998,0.41,0.338,0.444,0.782,0.186,0.307,0.0141,0.19,0.474,0.336,0.087,0.165,0.049,0.0,0.339,0.27399999999999997,0.653,0.433,0.589,0.904,0.789,0.619,0.091,0.386,0.365,0.249,0.14300000000000002,0.5379999999999999,0.319,90.2,10.9,31.0,0.091,111.0,150.0,0.439,342,0.266
23772,2024,Wilyer Abreu,BOS,25,399,447,264,101,51,33,2,15,40,125,3,5,7,0.253,94,132,53,16,8,0,0,0.08900000000000001,0.28,0.32,0.322,0.459,0.781,0.206,0.326,0.0070999999999999995,0.19,0.337,0.473,0.121,0.114,0.085,0.0,0.336,0.314,0.7020000000000001,0.478,0.618,0.812,0.738,0.611,0.125,0.452,0.308,0.24,0.161,0.495,0.344,91.6,19.1,30.0,0.10800000000000001,114.4,140.0,0.502,279,0.282
33333,2024,Wyatt Langford,TEX,22,499,557,371,126,81,25,4,16,51,115,4,3,6,0.253,156,161,70,24,10,0,0,0.092,0.20600000000000002,0.44,0.325,0.415,0.74,0.162,0.296,0.0097,0.18100000000000002,0.40299999999999997,0.41600000000000004,0.149,0.099,0.064,0.0,0.321,0.27,0.657,0.429,0.685,0.86,0.795,0.607,0.08800000000000001,0.46799999999999997,0.305,0.22699999999999998,0.183,0.46799999999999997,0.349,89.6,16.6,36.0,0.09300000000000001,111.9,168.0,0.434,387,0.272
19918,2024,Daulton Varsho,TOR,27,459,513,305,98,52,21,7,18,48,137,4,1,2,0.214,101,166,47,29,12,10,4,0.094,0.267,0.35,0.293,0.407,0.7,0.194,0.262,0.0060999999999999995,0.15,0.322,0.529,0.175,0.10800000000000001,0.11900000000000001,0.4,0.304,0.295,0.7140000000000001,0.474,0.642,0.8270000000000001,0.7609999999999999,0.626,0.114,0.515,0.253,0.231,0.222,0.48100000000000004,0.29600000000000004,86.1,24.4,20.0,0.062,110.2,110.0,0.34,324,0.27
11899,2024,Joc Pederson,ARI,32,367,449,242,101,60,17,1,23,55,105,18,3,5,0.275,103,106,54,15,8,3,1,0.122,0.23399999999999999,0.52,0.393,0.515,0.908,0.24,0.322,0.0097,0.205,0.392,0.40299999999999997,0.142,0.217,0.078,0.33299999999999996,0.391,0.315,0.619,0.435,0.682,0.846,0.774,0.514,0.098,0.5,0.35700000000000004,0.14300000000000002,0.135,0.489,0.376,92.2,17.0,34.0,0.125,114.1,123.0,0.45399999999999996,271,0.28800000000000003
23003,2024,Yainer Diaz,HOU,25,585,619,470,175,127,29,3,16,24,107,2,8,22,0.299,249,128,109,11,18,0,0,0.039,0.17300000000000001,0.22,0.325,0.441,0.766,0.142,0.338,0.0195,0.22399999999999998,0.512,0.263,0.086,0.125,0.07200000000000001,0.0,0.329,0.457,0.7959999999999999,0.588,0.655,0.887,0.7759999999999999,0.669,0.132,0.409,0.379,0.212,0.11900000000000001,0.562,0.319,90.2,8.9,37.0,0.076,111.4,231.0,0.475,486,0.23600000000000002
20391,2024,Luis Garcia Jr.,WSN,24,500,528,397,141,97,25,1,18,27,86,0,1,12,0.282,194,133,82,6,11,6,2,0.051,0.163,0.31,0.318,0.444,0.762,0.162,0.31,0.0146,0.2,0.474,0.325,0.045,0.135,0.057,0.33299999999999996,0.328,0.385,0.698,0.514,0.7070000000000001,0.895,0.812,0.653,0.09699999999999999,0.304,0.424,0.272,0.149,0.5329999999999999,0.318,89.1,8.3,33.0,0.08,110.7,173.0,0.41700000000000004,415,0.252
21622,2024,Jake McCarthy,ARI,26,442,495,359,126,98,13,7,8,31,78,14,3,4,0.285,177,102,72,5,10,21,10,0.063,0.158,0.4,0.349,0.4,0.749,0.115,0.329,0.0174,0.205,0.504,0.29100000000000004,0.049,0.078,0.055999999999999994,0.47600000000000003,0.329,0.33399999999999996,0.674,0.485,0.659,0.9420000000000001,0.8340000000000001,0.655,0.081,0.368,0.39,0.242,0.156,0.645,0.19899999999999998,84.4,9.1,10.0,0.027000000000000003,106.6,91.0,0.245,372,0.253
22184,2024,Mark Vientos,NYM,24,413,454,256,110,61,22,0,27,33,135,3,5,6,0.266,125,102,56,10,11,0,0,0.073,0.297,0.24,0.322,0.516,0.837,0.249,0.324,0.0123,0.198,0.442,0.36,0.098,0.265,0.08800000000000001,0.0,0.356,0.359,0.695,0.499,0.537,0.784,0.68,0.648,0.159,0.41700000000000004,0.382,0.201,0.18,0.456,0.364,91.2,11.4,40.0,0.141,113.2,132.0,0.466,283,0.311
19566,2024,Nathaniel Lowe,TEX,28,486,565,349,129,96,16,1,16,71,125,4,4,9,0.265,174,107,84,10,14,0,0,0.126,0.221,0.57,0.361,0.401,0.762,0.136,0.324,0.0163,0.23,0.47700000000000004,0.293,0.09300000000000001,0.15,0.08,0.0,0.337,0.271,0.639,0.42700000000000005,0.6679999999999999,0.895,0.812,0.6,0.08,0.29600000000000004,0.395,0.31,0.18100000000000002,0.523,0.29600000000000004,88.9,7.7,21.0,0.057999999999999996,111.8,146.0,0.4,365,0.256
21523,2024,Jonathan India,CIN,27,533,637,400,132,87,28,2,15,80,125,15,7,16,0.248,175,150,90,16,9,2,0,0.126,0.196,0.64,0.357,0.392,0.75,0.144,0.293,0.011699999999999999,0.217,0.42200000000000004,0.361,0.107,0.1,0.051,0.0,0.333,0.213,0.598,0.382,0.6709999999999999,0.898,0.8270000000000001,0.598,0.066,0.42,0.376,0.204,0.17300000000000001,0.53,0.297,87.2,13.5,32.0,0.077,110.8,152.0,0.365,417,0.27899999999999997
2396,2024,Carlos Santana,MIN,38,521,594,401,124,75,26,0,23,65,99,6,2,11,0.238,164,187,73,29,12,0,0,0.109,0.16699999999999998,0.66,0.328,0.42,0.749,0.182,0.252,0.0088,0.172,0.387,0.441,0.155,0.12300000000000001,0.073,0.0,0.326,0.27,0.667,0.434,0.67,0.8540000000000001,0.787,0.5660000000000001,0.092,0.5329999999999999,0.302,0.165,0.198,0.467,0.335,89.2,16.1,31.0,0.073,113.6,169.0,0.39899999999999997,424,0.262
26396,2024,Josh Smith,TEX,26,523,592,392,135,91,30,1,13,46,121,18,3,6,0.258,155,151,95,15,11,6,4,0.078,0.204,0.38,0.337,0.394,0.731,0.136,0.311,0.0103,0.237,0.387,0.377,0.099,0.086,0.071,0.667,0.323,0.3,0.6679999999999999,0.465,0.6579999999999999,0.879,0.8,0.649,0.09300000000000001,0.442,0.359,0.19899999999999998,0.162,0.5720000000000001,0.265,87.8,15.4,15.0,0.037000000000000005,108.0,151.0,0.371,407,0.266
17338,2024,Willi Castro,MIN,27,558,635,400,138,90,31,5,12,51,150,21,4,8,0.247,164,154,89,11,10,6,0,0.08,0.23600000000000002,0.34,0.331,0.385,0.717,0.138,0.315,0.0106,0.21899999999999997,0.40299999999999997,0.37799999999999995,0.071,0.078,0.061,0.0,0.317,0.359,0.731,0.512,0.54,0.868,0.732,0.65,0.13699999999999998,0.395,0.35100000000000003,0.254,0.15,0.5379999999999999,0.312,87.4,13.6,29.0,0.07,112.3,152.0,0.368,413,0.27899999999999997
17548,2024,Taylor Ward,LAA,30,585,663,405,144,91,26,2,25,63,163,7,8,11,0.246,140,194,96,10,6,0,0,0.095,0.24600000000000002,0.39,0.323,0.426,0.748,0.179,0.294,0.0072,0.223,0.326,0.451,0.052000000000000005,0.129,0.043,0.0,0.325,0.233,0.684,0.43200000000000005,0.569,0.848,0.764,0.614,0.102,0.34,0.349,0.312,0.091,0.509,0.4,90.9,17.4,56.0,0.13,109.4,182.0,0.423,430,0.294
12927,2024,Brandon Nimmo,NYM,31,571,663,393,128,77,25,3,23,77,158,12,3,7,0.224,175,158,83,9,12,0,0,0.11599999999999999,0.23800000000000002,0.49,0.327,0.399,0.727,0.175,0.267,0.0111,0.2,0.42100000000000004,0.38,0.057,0.146,0.069,0.0,0.321,0.276,0.677,0.44799999999999995,0.607,0.884,0.787,0.59,0.095,0.382,0.368,0.25,0.132,0.512,0.35600000000000004,91.9,11.2,38.0,0.091,111.5,197.0,0.474,416,0.257
22581,2024,Alejandro Kirk,TOR,25,340,386,293,86,61,19,1,5,35,51,2,9,11,0.253,135,98,65,17,8,0,0,0.091,0.132,0.69,0.319,0.359,0.677,0.106,0.276,0.0138,0.218,0.45299999999999996,0.32899999999999996,0.17300000000000001,0.051,0.059000000000000004,0.0,0.297,0.31,0.69,0.466,0.769,0.927,0.865,0.627,0.063,0.342,0.342,0.315,0.161,0.49700000000000005,0.342,89.4,10.8,20.0,0.067,112.9,122.0,0.409,298,0.242
19950,2024,Andres Gimenez,CLE,25,583,633,483,147,115,22,1,9,26,97,15,6,11,0.252,245,142,100,13,24,8,3,0.040999999999999995,0.153,0.27,0.298,0.34,0.638,0.087,0.286,0.0173,0.205,0.503,0.292,0.092,0.063,0.098,0.375,0.281,0.408,0.7490000000000001,0.556,0.669,0.878,0.792,0.626,0.11599999999999999,0.4,0.34700000000000003,0.253,0.19,0.57,0.24,86.3,8.8,14.0,0.027999999999999997,109.6,141.0,0.285,495,0.24
11609,2024,Willson Contreras,STL,32,301,358,190,79,47,17,0,15,45,96,12,0,7,0.262,85,76,44,12,2,0,0,0.126,0.268,0.47,0.38,0.468,0.848,0.206,0.337,0.011200000000000002,0.215,0.415,0.371,0.158,0.19699999999999998,0.024,0.0,0.37,0.33,0.736,0.49700000000000005,0.444,0.8140000000000001,0.67,0.606,0.16399999999999998,0.376,0.35600000000000004,0.268,0.166,0.449,0.385,91.6,14.2,23.0,0.11199999999999999,115.3,96.0,0.46799999999999997,205,0.302
27815,2024,Jordan Westburg,BAL,25,416,447,302,110,61,26,5,18,22,97,7,1,5,0.264,134,124,62,9,6,1,0,0.049,0.217,0.23,0.312,0.481,0.792,0.216,0.305,0.0108,0.19399999999999998,0.419,0.38799999999999996,0.073,0.145,0.045,0.0,0.34,0.337,0.737,0.509,0.5720000000000001,0.8420000000000001,0.74,0.647,0.132,0.41100000000000003,0.355,0.23399999999999999,0.125,0.46399999999999997,0.41100000000000003,91.1,13.1,38.0,0.11800000000000001,111.2,148.0,0.461,321,0.28800000000000003
26288,2024,Adley Rutschman,BAL,26,571,638,456,143,102,21,1,19,58,103,2,7,9,0.25,164,204,107,22,7,0,0,0.091,0.161,0.56,0.318,0.391,0.709,0.14,0.272,0.008,0.225,0.345,0.429,0.10800000000000001,0.09300000000000001,0.043,0.0,0.309,0.324,0.61,0.445,0.777,0.897,0.846,0.596,0.068,0.42100000000000004,0.358,0.221,0.156,0.5579999999999999,0.28600000000000003,88.2,18.8,29.0,0.061,109.3,174.0,0.366,475,0.27399999999999997
21636,2024,Jeremy Pena,HOU,26,602,650,482,160,115,28,2,15,25,111,14,6,15,0.266,245,156,95,15,31,4,0,0.038,0.171,0.23,0.308,0.394,0.701,0.128,0.301,0.015700000000000002,0.192,0.494,0.315,0.096,0.096,0.127,0.0,0.305,0.392,0.745,0.535,0.583,0.9159999999999999,0.7709999999999999,0.675,0.122,0.42,0.376,0.204,0.18600000000000003,0.5479999999999999,0.266,88.2,7.4,27.0,0.054000000000000006,109.5,194.0,0.38799999999999996,500,0.263
29931,2024,Jacob Young,WSN,24,468,521,365,120,92,24,1,3,30,102,12,2,11,0.256,180,83,79,6,9,34,11,0.057999999999999996,0.196,0.29,0.316,0.331,0.648,0.075,0.321,0.0217,0.231,0.526,0.243,0.07200000000000001,0.036000000000000004,0.05,0.324,0.29,0.28600000000000003,0.597,0.43,0.72,0.894,0.8320000000000001,0.645,0.07200000000000001,0.301,0.34299999999999997,0.35600000000000004,0.17300000000000001,0.622,0.205,85.8,4.0,6.0,0.016,106.7,109.0,0.289,377,0.28
15711,2024,Tyler O'Neill,BOS,29,411,473,223,99,50,18,0,31,53,159,7,2,13,0.241,91,119,44,18,8,0,0,0.11199999999999999,0.336,0.33,0.336,0.511,0.847,0.27,0.305,0.0076,0.17300000000000001,0.358,0.469,0.151,0.261,0.08800000000000001,0.0,0.36,0.289,0.684,0.446,0.522,0.778,0.6779999999999999,0.613,0.14400000000000002,0.52,0.315,0.165,0.154,0.5,0.34600000000000003,90.9,20.2,44.0,0.17300000000000001,113.1,124.0,0.488,254,0.308
14344,2024,Matt Olson,ATL,30,600,685,406,148,81,37,1,29,71,170,9,5,15,0.247,156,187,92,14,10,0,0,0.10400000000000001,0.248,0.42,0.333,0.457,0.79,0.21,0.293,0.0083,0.21100000000000002,0.359,0.43,0.075,0.155,0.064,0.0,0.339,0.33299999999999996,0.732,0.49700000000000005,0.701,0.807,0.765,0.599,0.11699999999999999,0.386,0.354,0.26,0.149,0.49200000000000005,0.359,91.5,16.1,54.0,0.124,113.9,206.0,0.474,435,0.249
19197,2024,Will Smith,LAD,29,476,544,359,118,72,24,2,20,51,105,9,8,8,0.248,125,180,73,7,8,0,0,0.094,0.193,0.49,0.327,0.433,0.76,0.185,0.273,0.0069,0.193,0.331,0.47600000000000003,0.039,0.111,0.064,0.0,0.326,0.299,0.687,0.462,0.713,0.8809999999999999,0.818,0.603,0.084,0.33899999999999997,0.386,0.275,0.114,0.542,0.344,89.4,18.7,41.0,0.10800000000000001,109.1,159.0,0.42,379,0.253
27506,2024,Ha-seong Kim,SDP,28,403,470,318,94,64,16,3,11,58,77,2,3,8,0.233,129,138,57,20,8,9,5,0.12300000000000001,0.16399999999999998,0.75,0.33,0.37,0.7,0.136,0.261,0.009300000000000001,0.17600000000000002,0.39799999999999996,0.426,0.145,0.08,0.062,0.556,0.308,0.215,0.581,0.37799999999999995,0.779,0.895,0.8590000000000001,0.611,0.053,0.43200000000000005,0.345,0.222,0.18600000000000003,0.562,0.252,87.9,15.1,16.0,0.048,107.9,118.0,0.354,333,0.29
27769,2024,Pete Crow-Armstrong,CHC,22,372,410,267,88,59,13,6,10,21,98,6,3,4,0.237,98,111,52,9,8,24,7,0.051,0.239,0.21,0.286,0.384,0.67,0.148,0.292,0.0088,0.19899999999999998,0.375,0.425,0.081,0.09,0.08199999999999999,0.292,0.289,0.435,0.79,0.5920000000000001,0.645,0.7929999999999999,0.732,0.7070000000000001,0.158,0.435,0.33,0.235,0.13699999999999998,0.611,0.253,88.9,17.2,21.0,0.07400000000000001,107.2,105.0,0.368,285,0.258
22186,2024,Brice Turang,MIL,24,559,619,450,142,107,24,4,7,50,105,2,3,8,0.254,233,116,95,10,11,18,7,0.081,0.17,0.48,0.316,0.349,0.665,0.095,0.3,0.020099999999999996,0.214,0.525,0.261,0.086,0.06,0.047,0.389,0.294,0.317,0.644,0.466,0.8059999999999999,0.924,0.88,0.625,0.055999999999999994,0.264,0.39399999999999996,0.342,0.154,0.5870000000000001,0.26,87.0,6.1,11.0,0.024,107.8,137.0,0.297,462,0.239
22664,2024,Gabriel Moreno,ARI,24,305,351,251,81,57,18,1,5,41,52,2,3,10,0.266,127,82,47,8,8,0,0,0.11699999999999999,0.14800000000000002,0.79,0.353,0.38,0.734,0.115,0.303,0.0155,0.184,0.496,0.32,0.098,0.061,0.063,0.0,0.325,0.265,0.601,0.41200000000000003,0.737,0.8909999999999999,0.835,0.561,0.068,0.305,0.395,0.301,0.145,0.527,0.32799999999999996,90.0,8.8,17.0,0.066,111.1,105.0,0.41,256,0.284
19608,2024,Otto Lopez,MIA,25,403,434,324,109,79,23,1,6,25,75,1,2,13,0.27,177,84,69,6,23,2,0,0.057999999999999996,0.17300000000000001,0.33,0.313,0.377,0.69,0.107,0.318,0.021099999999999997,0.209,0.536,0.255,0.071,0.071,0.13,0.0,0.302,0.35700000000000004,0.7120000000000001,0.511,0.636,0.9079999999999999,0.8,0.652,0.102,0.358,0.395,0.247,0.166,0.524,0.31,88.0,5.4,17.0,0.051,108.8,129.0,0.387,333,0.266
18360,2024,Austin Riley,ATL,27,425,469,290,109,62,26,2,19,37,118,5,2,6,0.256,111,133,65,9,7,0,0,0.079,0.252,0.31,0.322,0.461,0.783,0.205,0.31,0.0083,0.21,0.359,0.43,0.068,0.14300000000000002,0.063,0.0,0.338,0.314,0.747,0.501,0.551,0.8490000000000001,0.743,0.629,0.129,0.37200000000000005,0.369,0.259,0.129,0.45,0.42100000000000004,93.3,15.9,46.0,0.149,114.7,165.0,0.534,309,0.268
18042,2024,Dylan Moore,SEA,31,368,441,240,74,37,23,4,10,53,123,14,5,8,0.201,74,128,48,18,8,1,0,0.12,0.27899999999999997,0.43,0.32,0.367,0.687,0.166,0.267,0.0058,0.192,0.29600000000000004,0.512,0.141,0.078,0.10800000000000001,0.0,0.306,0.223,0.68,0.423,0.595,0.858,0.78,0.605,0.09300000000000001,0.51,0.307,0.183,0.147,0.546,0.307,88.4,22.6,22.0,0.08800000000000001,109.1,91.0,0.363,251,0.278
22515,2024,Heliot Ramos,SFG,24,475,518,322,128,80,23,3,22,37,135,2,4,12,0.269,148,127,69,9,15,0,0,0.071,0.261,0.27,0.322,0.469,0.792,0.2,0.329,0.011699999999999999,0.201,0.43,0.369,0.071,0.17300000000000001,0.10099999999999999,0.0,0.339,0.33,0.754,0.503,0.539,0.85,0.7290000000000001,0.612,0.136,0.314,0.39,0.297,0.166,0.517,0.317,91.5,10.5,50.0,0.145,111.8,163.0,0.474,344,0.27899999999999997
19354,2024,Luke Raley,SEA,29,404,455,249,98,55,19,2,22,27,135,20,2,2,0.243,115,97,49,9,7,12,7,0.059000000000000004,0.297,0.2,0.32,0.463,0.783,0.22,0.305,0.011899999999999999,0.188,0.441,0.37200000000000005,0.09300000000000001,0.22699999999999998,0.061,0.583,0.339,0.32799999999999996,0.767,0.517,0.444,0.7979999999999999,0.67,0.611,0.17,0.44299999999999995,0.33,0.22699999999999998,0.168,0.509,0.322,90.1,13.5,30.0,0.11,115.4,114.0,0.418,273,0.295
18839,2024,Josh Naylor,CLE,27,563,633,431,137,79,27,0,31,58,105,7,4,17,0.243,216,167,79,18,5,0,0,0.092,0.166,0.55,0.32,0.456,0.776,0.213,0.246,0.0129,0.171,0.46799999999999997,0.361,0.10800000000000001,0.18600000000000003,0.023,0.0,0.332,0.355,0.737,0.503,0.698,0.867,0.794,0.599,0.10400000000000001,0.41600000000000004,0.374,0.21,0.16,0.526,0.314,89.9,11.0,39.0,0.084,110.9,189.0,0.408,463,0.23
20202,2024,Brandon Marsh,PHI,26,418,476,253,104,68,17,3,16,50,154,2,5,2,0.249,102,101,64,5,4,3,1,0.105,0.324,0.32,0.328,0.419,0.747,0.17,0.348,0.0101,0.24,0.382,0.37799999999999995,0.05,0.158,0.039,0.33299999999999996,0.326,0.268,0.631,0.41100000000000003,0.5660000000000001,0.867,0.748,0.597,0.10300000000000001,0.389,0.311,0.3,0.096,0.522,0.381,91.6,13.8,27.0,0.1,110.1,128.0,0.474,270,0.29600000000000004
21558,2024,Matt Vierling,DET,27,518,567,386,133,84,28,5,16,41,121,3,5,9,0.257,168,151,80,15,13,3,0,0.07200000000000001,0.213,0.34,0.312,0.423,0.735,0.166,0.303,0.0111,0.201,0.42100000000000004,0.37799999999999995,0.099,0.106,0.077,0.0,0.317,0.256,0.649,0.42700000000000005,0.675,0.902,0.825,0.578,0.075,0.386,0.358,0.256,0.172,0.55,0.27899999999999997,89.7,11.7,30.0,0.075,111.2,161.0,0.4,402,0.27699999999999997
19326,2024,Bryan Reynolds,PIT,29,622,692,445,171,115,29,3,24,57,156,10,3,7,0.275,215,151,103,5,21,0,0,0.08199999999999999,0.225,0.37,0.344,0.447,0.791,0.172,0.33,0.014199999999999999,0.22,0.45799999999999996,0.322,0.033,0.159,0.098,0.0,0.343,0.345,0.76,0.504,0.578,0.84,0.7290000000000001,0.626,0.136,0.386,0.348,0.267,0.13,0.525,0.345,89.9,9.4,45.0,0.096,111.6,213.0,0.45399999999999996,469,0.265
18882,2024,Brandon Lowe,TBR,29,385,425,254,94,51,19,3,21,33,112,5,2,7,0.244,101,115,59,12,5,0,0,0.078,0.264,0.29,0.311,0.473,0.783,0.229,0.287,0.0088,0.215,0.36700000000000005,0.418,0.10400000000000001,0.183,0.05,0.0,0.335,0.358,0.805,0.552,0.49700000000000005,0.8140000000000001,0.698,0.638,0.16699999999999998,0.433,0.382,0.185,0.156,0.465,0.37799999999999995,89.8,14.5,34.0,0.124,111.0,123.0,0.447,275,0.267
